Id,CreationDate,LastAccessDate,Reputation,UpVotes,DownVotes,NumPosts,TotalScore,TotalViews,TotalComments
26551860,7/29/2024 3:41,7/29/2024 3:41,1,0,0,0,,,
17448396,11/18/2021 14:26,1/30/2022 5:28,1,0,0,0,,,
13608668,5/24/2020 16:50,6/29/2020 16:14,1,0,0,0,,,
16773774,8/28/2021 12:30,8/28/2021 12:30,1,0,0,0,,,
22801048,10/25/2023 12:49,11/8/2023 8:18,1,0,0,0,,,
20343473,10/26/2022 21:32,10/27/2022 6:31,1,0,0,0,,,
1996055,1/21/2013 4:55,1/21/2013 4:55,21,0,0,1,2,,0
20581140,11/23/2022 10:51,11/23/2022 11:07,1,0,0,0,,,
6594258,7/15/2016 12:43,9/12/2018 13:28,1,0,0,0,,,
2467324,6/8/2013 23:50,3/18/2025 22:04,1,0,0,0,,,
15194473,2/11/2021 23:58,11/19/2021 17:55,1,0,0,0,,,
12086502,9/18/2019 17:27,7/1/2020 16:59,1,0,0,0,,,
10769710,12/10/2018 8:23,3/22/2019 8:52,1,0,0,0,,,
18726167,4/6/2022 14:30,4/6/2022 14:30,1,0,0,0,,,
30141120,4/2/2025 9:16,4/2/2025 9:16,1,0,0,0,,,
13950863,7/17/2020 23:05,9/23/2020 0:05,1,0,0,0,,,
23064240,12/8/2023 7:43,4/17/2024 8:39,1,0,0,0,,,
25551676,6/13/2024 3:13,8/16/2024 6:52,1,0,0,0,,,
22786143,10/23/2023 3:08,3/28/2025 8:57,11,0,0,1,0,46,3
5625039,12/1/2015 10:00,1/6/2016 6:25,1,0,0,0,,,
7576310,2/16/2017 16:39,2/16/2017 16:39,1,0,0,0,,,
12130369,9/27/2019 11:37,4/2/2025 11:24,1,0,0,0,,,
1901262,12/13/2012 14:26,3/9/2018 14:34,1,0,0,0,,,
26596455,8/1/2024 5:26,10/31/2024 7:09,1,0,0,0,,,
15582132,4/8/2021 10:42,4/11/2021 6:20,1,0,0,0,,,
4475511,1/20/2015 19:43,1/20/2015 22:47,1,0,0,0,,,
7119423,11/5/2016 15:12,12/18/2018 9:18,19,0,0,2,0,768,4
25636628,6/19/2024 14:43,6/19/2024 14:43,1,0,0,0,,,
21683801,4/19/2023 17:44,10/15/2024 18:44,1,0,0,0,,,
13269414,4/9/2020 12:52,9/30/2022 8:18,1,0,0,0,,,
8100251,9/28/2016 21:22,6/1/2017 22:45,1,0,0,2,0,316,7
29151173,1/11/2025 7:28,2/15/2025 14:16,1,0,0,0,,,
23098179,12/14/2023 2:48,3/6/2024 12:49,1,0,0,0,,,
17860539,1/7/2022 8:17,1/7/2022 20:09,1,0,0,0,,,
24209474,4/10/2024 21:50,11/29/2024 16:21,1,0,0,0,,,
23542954,3/6/2024 8:43,8/22/2024 13:05,1,0,0,0,,,
22984441,11/25/2023 18:13,11/25/2023 19:29,1,0,0,0,,,
14211762,9/2/2020 23:45,3/30/2021 8:25,1,0,0,0,,,
544622,12/16/2010 10:36,1/10/2011 3:47,17,0,0,4,0,688,0
6067980,3/15/2016 18:23,7/29/2016 19:39,3,0,0,4,0,1657,6
6176510,4/8/2016 9:49,11/16/2016 17:58,1,0,0,0,,,
8153931,6/13/2017 10:12,3/8/2025 4:52,1,0,0,0,,,
13988955,7/24/2020 13:39,9/25/2020 16:33,1,0,0,0,,,
24369821,4/15/2024 20:19,4/17/2024 7:55,1,0,0,0,,,
28874503,12/20/2024 18:36,3/31/2025 22:53,1,0,0,0,,,
11067357,2/15/2019 12:53,8/27/2022 9:23,1,0,0,0,,,
1896580,12/12/2012 3:43,11/3/2013 20:26,1,0,0,0,,,
22349589,8/7/2023 2:35,6/1/2024 19:24,1,0,0,0,,,
27245905,9/7/2024 13:26,11/24/2024 16:57,1,0,0,0,,,
5684462,12/16/2015 0:53,12/8/2018 4:58,1,0,0,0,,,
322749,4/21/2010 22:28,10/8/2020 2:54,181,7,0,6,12,197,10
7590748,2/20/2017 2:39,4/19/2018 10:12,1,0,0,0,,,
6260138,4/27/2016 7:24,9/24/2024 6:37,11,0,0,3,1,7600,3
8848428,10/28/2017 14:43,9/3/2021 15:53,1,0,0,0,,,
13472335,5/5/2020 6:04,8/8/2020 3:03,1,0,0,0,,,
13384226,4/22/2020 18:36,7/18/2021 9:22,1,0,0,0,,,
12094056,9/20/2019 6:58,10/20/2023 18:59,11,0,0,2,1,356,0
14541176,10/29/2020 8:48,11/4/2020 16:14,1,0,0,0,,,
14236272,9/7/2020 15:06,11/22/2020 8:04,1,0,0,0,,,
24052884,4/6/2024 8:23,4/6/2024 9:07,1,0,0,0,,,
6839918,9/16/2016 14:31,1/30/2019 14:38,1,0,0,0,,,
13151236,3/30/2020 7:33,7/28/2021 16:00,1,0,0,0,,,
16488018,7/20/2021 12:50,7/20/2021 12:50,1,0,0,0,,,
2972266,11/9/2013 15:49,11/9/2013 17:06,1,0,0,0,,,
20080170,9/25/2022 1:07,10/27/2022 9:55,1,0,0,0,,,
23056949,12/7/2023 5:38,12/12/2023 4:09,1,0,0,0,,,
19883723,8/31/2022 2:23,11/14/2023 10:20,1,0,0,0,,,
5443357,10/14/2015 3:23,11/14/2018 4:49,1,0,0,0,,,
28083008,11/1/2024 1:23,12/10/2024 23:32,1,0,0,0,,,
9105576,12/15/2017 23:13,2/14/2023 9:03,23,0,0,2,2,780,0
15614779,4/12/2021 20:13,4/30/2021 13:57,1,0,0,0,,,
16551382,7/29/2021 5:50,7/29/2021 5:50,1,0,0,0,,,
9359048,2/14/2018 8:50,10/30/2018 13:27,1,0,0,0,,,
23723170,3/22/2024 2:08,4/12/2024 20:00,1,0,0,0,,,
6326738,5/12/2016 16:43,12/22/2016 15:05,1,0,0,0,,,
3944902,8/15/2014 14:46,2/26/2015 15:40,1,0,0,0,,,
316736,4/14/2010 16:55,10/3/2017 22:27,1,0,0,0,,,
10685216,11/21/2018 10:30,11/21/2018 10:30,1,0,0,0,,,
647867,3/7/2011 9:17,11/4/2011 22:35,46,0,0,1,3,,0
17634884,12/9/2021 10:46,11/2/2024 10:08,1,0,0,0,,,
13281517,4/10/2020 18:39,4/24/2020 16:21,1,0,0,1,-1,363,1
23377717,2/11/2024 2:24,5/13/2024 18:15,1,0,0,0,,,
8912929,11/9/2017 10:17,12/3/2017 12:30,1,0,0,0,,,
10057484,7/10/2018 6:26,7/10/2018 12:51,1,0,0,0,,,
14333789,9/24/2020 11:47,9/24/2020 11:47,1,0,0,0,,,
21859991,5/9/2023 8:42,3/8/2024 1:15,21,0,0,1,2,35,5
24413761,4/17/2024 1:52,4/17/2024 1:52,1,0,0,0,,,
4586782,2/20/2015 5:35,2/20/2015 5:35,1,0,0,0,,,
594410,1/28/2011 21:01,4/22/2013 20:48,251,0,0,3,25,,2
1245500,3/2/2012 16:12,3/9/2012 8:16,41,0,0,1,4,,0
23807893,3/26/2024 7:16,3/26/2024 9:00,1,0,0,0,,,
14350956,9/27/2020 18:50,3/27/2021 11:38,1,0,0,0,,,
5497933,10/28/2015 11:10,7/27/2021 11:05,1,0,0,1,0,698,2
337318,5/10/2010 14:16,12/14/2013 6:52,1,0,0,1,0,,1
22790626,10/23/2023 18:37,10/23/2023 19:09,1,0,0,0,,,
6806962,9/8/2016 1:19,9/8/2016 1:19,1,0,0,0,,,
8253822,7/4/2017 12:25,3/27/2018 16:02,1,0,0,0,,,
18779268,4/12/2022 5:34,4/12/2022 9:17,1,0,0,0,,,
24455094,4/18/2024 5:19,3/7/2025 9:38,1,0,0,0,,,
24488491,4/19/2024 7:05,4/19/2024 7:05,1,0,0,0,,,
16538121,7/27/2021 14:07,8/26/2021 14:32,1,0,0,0,,,
834172,7/7/2011 18:48,8/15/2018 19:54,11,0,0,2,1,,0
8301111,7/13/2017 9:38,7/13/2017 9:38,1,0,0,0,,,
8072052,5/26/2017 19:17,5/26/2017 19:17,1,0,0,0,,,
13590282,5/21/2020 15:02,9/20/2024 12:42,147,16,0,11,14,1865,16
28492321,11/26/2024 10:17,3/26/2025 7:30,1,0,0,0,,,
16326825,6/27/2021 10:59,2/26/2025 12:01,1,0,0,0,,,
25142841,5/20/2024 9:17,5/30/2024 2:10,1,0,0,1,0,77,1
28994999,12/30/2024 21:42,12/30/2024 21:42,1,0,0,0,,,
3892242,7/30/2014 15:50,2/21/2020 13:33,1,0,0,0,,,
12646339,1/3/2020 10:32,2/14/2020 11:50,1,0,0,0,,,
22120886,6/23/2023 14:56,3/4/2025 13:53,1,0,0,0,,,
9591284,4/3/2018 13:14,5/4/2018 19:59,1,0,0,0,,,
1430688,6/1/2012 12:32,6/1/2012 12:32,21,0,0,1,2,,0
29856068,3/2/2025 8:59,3/2/2025 8:59,1,0,0,0,,,
602951,2/4/2011 10:09,4/28/2011 17:45,57,2,0,5,5,4343,4
8566303,9/6/2017 0:56,6/15/2022 16:22,11,0,0,1,-1,1274,2
6338003,5/15/2016 18:58,6/11/2016 21:37,1,0,0,0,,,
4464439,1/17/2015 10:51,6/14/2017 2:54,127,7,0,12,8,7100,21
11461825,5/6/2019 23:28,8/30/2024 1:03,1,0,0,0,,,
13669354,6/3/2020 2:03,7/10/2020 10:17,1,0,0,0,,,
1097167,12/14/2011 5:56,1/26/2012 3:07,1,0,0,0,,,
471407,2/4/2010 16:28,11/13/2023 10:41,162,15,1,14,9,4716,10
4336655,12/8/2014 9:14,12/8/2014 9:14,1,0,0,0,,,
10040989,7/6/2018 6:54,7/20/2018 9:42,1,0,0,0,,,
9926574,6/11/2018 17:53,6/14/2018 13:04,1,0,0,0,,,
22925687,11/16/2023 7:15,2/4/2024 8:31,1,0,0,0,,,
22707375,10/8/2023 23:29,10/8/2023 23:29,1,0,0,0,,,
21079498,1/25/2023 11:34,9/4/2023 19:20,21,0,0,2,2,232,0
27983888,10/25/2024 11:08,10/28/2024 8:18,1,0,0,0,,,
24363408,4/15/2024 16:02,6/20/2024 12:14,1,0,0,0,,,
20015015,9/16/2022 18:46,9/16/2022 19:01,1,0,0,0,,,
6077552,3/17/2016 14:17,4/4/2016 19:56,9,0,0,1,-1,,2
14802213,12/10/2020 15:35,6/17/2022 18:31,1,0,0,0,,,
18750776,4/8/2022 21:47,4/23/2022 14:48,1,0,0,1,0,872,2
19777021,8/16/2022 15:06,8/16/2022 15:06,1,0,0,0,,,
27442252,9/24/2024 13:09,12/10/2024 20:29,1,0,0,0,,,
17702245,12/17/2021 14:30,12/17/2021 14:30,1,0,0,0,,,
16761338,8/26/2021 17:11,9/2/2021 14:18,1,0,0,0,,,
28346996,11/17/2024 19:41,11/17/2024 19:41,1,0,0,0,,,
3171232,1/8/2014 0:15,12/2/2024 11:39,1,0,0,0,,,
6746885,8/23/2016 8:20,8/23/2016 8:20,1,0,0,0,,,
3471846,3/28/2014 8:46,9/21/2020 14:14,101,1,0,1,0,,0
13395459,4/24/2020 1:54,6/12/2020 23:21,1,0,0,0,,,
767705,5/24/2011 12:28,7/12/2011 12:26,11,0,0,1,1,,0
9456644,3/7/2018 12:29,3/20/2018 10:32,51,0,0,1,5,,1
24058928,4/6/2024 13:34,6/3/2024 3:40,1,0,0,0,,,
16124888,6/4/2021 6:34,11/23/2022 10:49,1,0,0,0,,,
6158741,4/5/2016 1:22,10/27/2024 23:12,1,0,0,0,,,
23047312,12/5/2023 17:08,12/16/2023 13:04,1,0,0,0,,,
6916052,10/3/2016 13:58,2/1/2023 10:06,1,0,0,0,,,
24977545,5/10/2024 15:56,9/10/2024 13:29,1,0,0,0,,,
17880076,1/9/2022 10:32,4/5/2025 18:34,1,0,0,0,,,
17838576,1/5/2022 7:52,4/13/2022 14:10,1,0,0,0,,,
7710483,3/14/2017 17:42,3/27/2017 15:31,1,0,0,0,,,
20823045,12/20/2022 12:19,10/20/2023 2:52,1,0,0,0,,,
29745465,2/21/2025 17:10,2/22/2025 2:18,1,0,0,0,,,
19856640,8/27/2022 7:15,8/27/2022 7:15,1,0,0,0,,,
18506832,3/18/2022 19:31,3/18/2022 19:31,1,0,0,0,,,
25121083,5/18/2024 19:41,5/18/2024 19:41,1,0,0,0,,,
14085895,8/11/2020 9:10,8/18/2020 7:33,1,0,0,0,,,
3986977,8/28/2014 13:43,10/13/2022 11:51,11,0,0,1,1,,0
23136667,12/21/2023 6:30,2/21/2024 14:45,1,0,0,0,,,
2769282,9/11/2013 15:00,1/19/2022 13:34,1,0,0,0,,,
5896418,2/7/2016 23:09,1/17/2017 4:55,1,0,0,0,,,
15847322,5/5/2021 22:39,3/2/2023 7:00,1,0,0,1,0,,0
29202041,1/15/2025 2:29,1/17/2025 9:06,1,0,0,0,,,
3206012,1/17/2014 9:46,2/12/2014 7:23,1,0,0,0,,,
17395442,11/12/2021 12:38,11/13/2021 4:06,1,0,0,0,,,
7533049,2/8/2017 7:25,3/23/2017 4:50,1,0,0,1,-2,71,3
7411463,1/12/2017 19:01,2/20/2017 18:28,1,0,0,0,,,
19318728,6/11/2022 9:36,9/30/2023 4:59,1,0,0,0,,,
19536168,7/12/2022 16:55,8/10/2023 11:52,11,0,0,1,1,212,1
15780011,4/27/2021 22:31,5/12/2021 20:49,1,0,0,0,,,
27318793,9/13/2024 19:32,9/13/2024 19:32,1,0,0,0,,,
10567986,10/27/2018 17:10,1/18/2019 8:12,1,0,0,0,,,
10559424,10/25/2018 18:27,10/25/2018 18:27,1,0,0,0,,,
29205523,1/15/2025 7:58,1/21/2025 10:36,1,0,0,0,,,
27588672,10/2/2024 12:02,10/23/2024 15:42,1,0,0,1,0,,0
21934698,5/21/2023 9:57,7/2/2023 16:47,1,0,0,0,,,
5801058,1/17/2016 10:03,12/7/2017 16:41,1,0,0,0,,,
6910461,10/2/2016 3:22,11/14/2016 20:45,1,0,0,0,,,
5297060,9/3/2015 13:41,6/25/2024 6:27,39,0,0,7,2,842,21
22558732,9/14/2023 10:05,8/20/2024 11:29,1,0,0,0,,,
26744236,8/11/2024 12:26,8/25/2024 5:30,1,0,0,0,,,
29343719,1/24/2025 6:19,1/24/2025 6:19,1,0,0,0,,,
9863653,5/29/2018 10:13,12/16/2024 1:47,3,0,0,1,0,1035,3
19833539,8/24/2022 1:48,8/25/2022 3:07,1,0,0,0,,,
30005228,3/20/2025 20:14,3/20/2025 20:44,1,0,0,0,,,
29175987,1/13/2025 10:34,3/31/2025 9:13,1,0,0,0,,,
12318830,11/4/2019 6:29,7/24/2020 10:40,1,0,0,0,,,
29342674,1/24/2025 4:39,1/27/2025 9:05,1,0,0,0,,,
23984775,4/3/2024 12:26,7/5/2024 12:54,1,0,0,0,,,
7812913,4/4/2017 8:13,8/17/2017 9:58,1,0,0,0,,,
15277845,2/24/2021 19:33,2/24/2021 19:33,1,0,0,0,,,
8923227,11/11/2017 7:16,11/11/2017 7:16,1,0,0,0,,,
16682135,8/16/2021 18:56,8/29/2021 11:50,1,0,0,0,,,
16187543,6/10/2021 13:28,5/8/2024 10:09,1,0,0,0,,,
25988387,7/3/2024 18:59,3/31/2025 14:22,1,0,0,0,,,
25021701,5/13/2024 15:27,5/13/2024 15:27,1,0,0,0,,,
19570719,7/18/2022 9:06,8/5/2024 17:36,1,0,0,1,0,122,0
27248901,9/7/2024 21:11,9/7/2024 21:11,1,0,0,0,,,
19917976,9/4/2022 19:20,9/12/2022 22:15,1,0,0,0,,,
24178045,4/10/2024 5:33,9/4/2024 18:16,1,0,0,0,,,
16699879,8/18/2021 19:18,8/18/2021 19:33,1,0,0,0,,,
6743709,8/22/2016 12:59,3/29/2024 11:44,147,2,0,7,7,11368,3
2884980,10/16/2013 4:42,10/16/2013 9:19,1,0,0,0,,,
4890330,5/12/2015 7:41,6/16/2015 13:38,1,0,0,0,,,
9580135,3/31/2018 21:42,3/31/2018 21:42,1,0,0,0,,,
10701969,11/25/2018 12:09,1/10/2022 16:20,1,0,0,0,,,
26720096,8/9/2024 13:37,8/9/2024 13:37,1,0,0,0,,,
6844147,9/18/2016 1:25,9/18/2016 1:25,1,0,0,0,,,
10954250,1/23/2019 7:23,4/26/2024 9:49,1,0,0,0,,,
23072793,12/9/2023 20:12,2/8/2024 16:33,1,0,0,0,,,
5603332,11/25/2015 9:02,11/25/2015 9:02,1,0,0,0,,,
29076255,1/6/2025 15:07,2/6/2025 17:41,1,0,0,0,,,
3737899,6/13/2014 13:39,9/2/2021 21:42,1,0,0,0,,,
8615837,9/15/2017 16:28,12/14/2018 20:01,1,0,0,0,,,
2425872,5/27/2013 17:22,8/18/2014 20:33,125,0,0,8,9,14023,6
10640488,11/12/2018 12:01,11/16/2018 8:04,1,0,0,0,,,
16113112,6/3/2021 5:11,6/3/2021 5:11,1,0,0,0,,,
10030895,7/4/2018 8:18,7/4/2018 8:18,1,0,0,0,,,
4012430,9/5/2014 15:50,8/22/2016 19:49,1,0,0,1,0,649,0
27480707,9/26/2024 7:59,9/26/2024 10:07,1,0,0,0,,,
27397645,9/21/2024 1:26,10/7/2024 17:13,1,0,0,0,,,
28042164,10/29/2024 11:31,12/26/2024 16:42,1,0,0,0,,,
11061066,2/14/2019 9:08,9/14/2023 20:34,1,0,0,0,,,
28981529,12/29/2024 21:26,12/29/2024 21:26,1,0,0,0,,,
13092777,3/20/2020 5:53,7/21/2024 20:17,1,0,0,2,0,2480,0
23236306,1/12/2024 16:09,1/14/2024 10:58,1,0,0,0,,,
26876143,8/19/2024 11:14,8/21/2024 10:36,1,0,0,0,,,
3282810,2/7/2014 7:25,6/13/2014 10:28,1,0,0,0,,,
20955052,1/8/2023 0:18,1/8/2023 1:15,1,0,0,0,,,
5954466,2/20/2016 6:22,4/26/2021 22:58,1,0,0,0,,,
10664554,11/16/2018 19:07,10/23/2019 6:59,1,0,0,0,,,
16129207,6/4/2021 14:35,3/5/2025 8:49,1,0,0,0,,,
20782134,12/15/2022 7:43,12/15/2022 7:43,1,0,0,0,,,
18470291,3/15/2022 8:23,2/9/2023 15:14,1,0,0,0,,,
13419915,4/27/2020 18:31,5/11/2020 21:45,1,0,0,0,,,
25441260,6/6/2024 1:03,8/29/2024 18:25,1,0,0,0,,,
22896916,11/11/2023 5:04,11/11/2023 8:08,1,0,0,0,,,
23457952,2/21/2024 17:23,2/22/2024 11:10,1,0,0,0,,,
19747555,8/12/2022 2:34,2/21/2023 3:54,1,0,0,0,,,
27941226,10/23/2024 3:19,11/1/2024 4:04,1,0,0,0,,,
18785525,4/12/2022 17:46,3/19/2025 13:46,1,0,0,0,,,
1817049,11/12/2012 2:07,11/27/2022 10:09,1,0,0,0,,,
19804320,8/19/2022 18:31,2/11/2023 10:20,1,0,0,0,,,
18780143,4/12/2022 7:26,4/21/2022 1:47,1,0,0,0,,,
10412349,9/25/2018 9:17,6/1/2024 14:10,590,2,1,20,43,7026,30
2509580,6/21/2013 15:33,9/16/2013 18:14,1,0,0,1,0,,0
7884669,4/18/2017 14:20,3/23/2018 13:04,1,0,0,1,0,2277,1
221691,11/30/2009 22:51,11/30/2009 22:51,31,0,0,2,3,782,0
22100948,6/20/2023 7:26,6/20/2023 7:26,1,0,0,0,,,
13008062,3/4/2020 18:49,6/16/2020 18:23,1,0,0,0,,,
27766714,10/12/2024 14:27,2/28/2025 6:58,1,0,0,0,,,
20859535,12/25/2022 15:49,3/1/2023 16:28,1,0,0,0,,,
10763935,12/8/2018 14:16,12/23/2018 3:30,11,0,0,1,-1,78,8
19148739,5/18/2022 21:55,10/28/2022 19:39,1,0,0,0,,,
11210473,3/15/2019 19:38,3/16/2019 22:42,1,0,0,0,,,
9357801,2/14/2018 1:48,5/28/2019 5:57,1,0,0,0,,,
28031099,10/28/2024 19:22,11/21/2024 10:33,1,0,0,0,,,
27482758,9/26/2024 9:45,9/26/2024 12:25,1,0,0,0,,,
14850874,12/18/2020 14:25,5/9/2024 14:00,1,0,0,0,,,
25946798,7/2/2024 18:16,7/3/2024 6:04,1,0,0,0,,,
20945600,1/6/2023 14:01,5/9/2023 13:57,1,0,0,0,,,
7801654,4/1/2017 12:41,5/17/2024 17:41,1454,259,5,9,141,198244,11
21071530,1/24/2023 9:20,2/27/2023 9:53,1,0,0,0,,,
28848759,12/19/2024 4:52,12/19/2024 4:52,1,0,0,0,,,
15171016,2/8/2021 18:11,6/15/2021 20:31,21,0,0,3,0,365,5
14451393,10/14/2020 19:11,11/8/2020 20:19,1,0,0,0,,,
26350929,7/12/2024 15:28,7/17/2024 17:54,1,0,0,0,,,
13237924,4/6/2020 13:04,8/10/2021 13:25,1,0,0,0,,,
20615407,11/27/2022 15:08,11/27/2022 15:08,1,0,0,0,,,
13213069,4/3/2020 15:43,4/3/2020 15:43,1,0,0,0,,,
13464857,5/4/2020 6:07,6/28/2020 6:26,1,0,0,1,0,374,3
25686896,6/23/2024 13:34,6/23/2024 13:34,1,0,0,0,,,
28689989,12/9/2024 2:27,12/9/2024 2:27,1,0,0,0,,,
8310915,7/15/2017 5:15,9/9/2017 6:31,3,0,0,4,-1,1276,10
15908028,5/12/2021 14:57,5/12/2021 14:57,1,0,0,0,,,
13655015,5/31/2020 21:51,10/17/2022 11:31,1,0,0,0,,,
15279035,2/24/2021 23:53,2/24/2021 23:53,1,0,0,0,,,
7356580,12/30/2016 4:36,12/5/2017 6:58,1,0,0,0,,,
24082751,4/7/2024 14:19,7/23/2024 7:56,1,0,0,0,,,
24066742,4/6/2024 21:16,4/21/2024 11:38,1,0,0,0,,,
27488955,9/26/2024 15:12,2/14/2025 15:56,1,0,0,0,,,
23641011,3/17/2024 15:18,3/17/2024 15:18,1,0,0,0,,,
10945681,1/21/2019 15:41,3/29/2019 22:46,1,0,0,0,,,
30038393,3/24/2025 5:56,3/24/2025 5:56,1,0,0,0,,,
19190017,5/24/2022 14:33,4/2/2025 1:59,1,0,0,0,,,
15809687,5/1/2021 15:57,5/1/2021 15:57,1,0,0,0,,,
4494754,1/26/2015 12:43,11/26/2017 23:46,1,0,0,0,,,
26467516,7/22/2024 14:30,7/22/2024 14:30,1,0,0,0,,,
10357105,9/13/2018 7:14,9/13/2018 7:14,1,0,0,0,,,
24851548,5/3/2024 10:29,8/23/2024 7:45,1,0,0,0,,,
29239431,1/17/2025 8:31,1/17/2025 8:31,1,0,0,0,,,
3655605,5/20/2014 8:09,5/23/2014 7:32,1,0,0,0,,,
7388598,1/7/2017 18:22,3/7/2017 14:07,1,0,0,0,,,
4897770,5/13/2015 23:17,5/17/2015 20:52,1,0,0,1,0,586,6
598776,2/1/2011 16:59,11/10/2021 3:39,41,1,0,3,4,,0
12131023,9/27/2019 13:51,1/28/2025 6:30,1,0,0,0,,,
17994944,1/21/2022 15:42,1/26/2022 20:56,1,0,0,1,0,,1
11477519,5/9/2019 18:51,5/30/2020 9:00,1,0,0,0,,,
19757259,8/13/2022 14:10,4/1/2024 12:01,1,0,0,0,,,
24396178,4/16/2024 12:57,12/15/2024 14:12,1,0,0,0,,,
29490793,2/4/2025 2:33,2/4/2025 2:33,1,0,0,0,,,
11177610,3/9/2019 23:45,4/19/2019 23:02,1,0,0,0,,,
336994,5/10/2010 5:50,4/3/2024 21:32,313,1,0,15,29,54542,8
6832279,9/14/2016 18:21,11/3/2016 21:14,1,0,0,0,,,
27371163,9/18/2024 18:12,9/18/2024 18:12,1,0,0,0,,,
29959099,3/10/2025 9:16,3/10/2025 9:16,1,0,0,0,,,
1599516,8/15/2012 1:03,8/15/2012 1:45,1,0,0,0,,,
9526011,3/21/2018 2:06,7/11/2019 3:03,1,0,0,0,,,
10353856,9/12/2018 14:32,9/12/2018 14:32,1,0,0,0,,,
22988492,11/26/2023 16:04,11/27/2023 2:58,1,0,0,0,,,
3017779,11/21/2013 13:33,11/21/2013 13:33,1,0,0,0,,,
15218987,2/16/2021 8:19,2/16/2021 8:19,1,0,0,0,,,
26013291,7/4/2024 7:13,7/4/2024 7:13,1,0,0,0,,,
20932087,1/5/2023 0:05,1/10/2023 1:24,1,0,0,0,,,
17256024,10/27/2021 1:19,9/22/2024 12:39,1,0,0,0,,,
4886325,5/11/2015 7:18,10/3/2017 5:03,1,0,0,0,,,
12532284,12/13/2019 15:30,12/13/2019 18:37,1,0,0,0,,,
18700449,4/4/2022 9:51,4/4/2022 9:51,1,0,0,0,,,
2677070,8/13/2013 3:12,8/13/2013 3:12,1,0,0,0,,,
18868517,4/19/2022 19:36,4/19/2022 19:36,1,0,0,0,,,
7596621,2/21/2017 5:08,3/1/2017 8:51,1,0,0,0,,,
1869519,12/1/2012 23:09,12/7/2012 21:56,1,0,0,0,,,
949063,9/16/2011 14:41,12/23/2011 16:32,650,9,0,16,62,82947,28
13405852,4/25/2020 15:04,6/30/2020 17:32,1,0,0,0,,,
2319741,4/25/2013 12:32,8/31/2020 18:35,23,2,0,4,-9,8873,17
26675108,8/7/2024 9:07,10/17/2024 7:12,1,0,0,0,,,
21441639,3/20/2023 18:24,9/26/2024 15:51,1,0,0,0,,,
18526193,3/21/2022 6:27,3/21/2022 6:27,1,0,0,0,,,
18298976,2/24/2022 12:16,7/18/2022 15:22,1,0,0,0,,,
28530542,11/28/2024 11:41,11/28/2024 11:41,1,0,0,0,,,
29176485,1/13/2025 11:11,3/5/2025 9:04,1,0,0,0,,,
15566319,4/6/2021 14:31,9/29/2021 13:19,1,0,0,0,,,
10572074,10/28/2018 22:04,12/24/2018 18:27,1,0,0,0,,,
24381390,4/16/2024 6:22,5/11/2024 7:12,1,0,0,0,,,
22988729,11/26/2023 16:54,1/28/2024 11:20,1,0,0,0,,,
4421405,1/5/2015 19:43,5/5/2015 8:55,1,0,0,3,-1,1188,3
24926924,5/8/2024 5:51,5/8/2024 5:51,1,0,0,0,,,
3887198,7/29/2014 9:47,4/12/2017 7:29,1,0,0,0,,,
4795704,4/16/2015 9:00,6/21/2019 6:48,1,0,0,1,0,2482,0
12450766,11/28/2019 9:15,11/28/2019 9:15,1,0,0,0,,,
5427581,10/9/2015 12:23,8/23/2024 10:41,424,13,7,6,39,,10
16072615,5/30/2021 0:47,6/10/2021 0:05,1,0,0,0,,,
11020058,2/5/2019 22:03,3/28/2025 9:23,1,0,0,0,,,
19867870,8/29/2022 5:03,7/6/2024 23:05,11,0,0,2,1,387,1
23666817,3/19/2024 21:37,12/1/2024 11:35,1,0,0,0,,,
24338786,4/15/2024 4:47,3/25/2025 5:46,1,0,0,0,,,
18342348,3/1/2022 9:48,3/1/2022 10:56,1,0,0,0,,,
20104924,9/27/2022 21:10,5/24/2023 19:47,11,0,0,1,1,17,3
11027676,2/7/2019 10:05,6/13/2019 20:00,1,0,0,0,,,
26617375,8/2/2024 16:04,8/2/2024 16:04,1,0,0,0,,,
23411987,2/15/2024 11:13,2/15/2024 11:13,1,0,0,0,,,
11442327,5/2/2019 14:30,8/31/2019 17:24,1,0,0,0,,,
26067534,7/5/2024 2:44,7/5/2024 5:06,1,0,0,0,,,
14606698,11/9/2020 15:15,4/13/2021 8:47,1,0,0,0,,,
612726,2/11/2011 8:19,2/15/2024 3:17,11,0,0,3,1,1175,3
14774901,12/6/2020 15:52,5/16/2021 20:02,31,0,0,3,3,,1
24274980,4/12/2024 11:03,4/27/2024 22:50,1,0,0,0,,,
22290944,7/26/2023 21:11,10/20/2024 6:53,1,0,0,0,,,
9098791,12/14/2017 12:10,1/25/2024 18:37,1,0,0,0,,,
7145036,11/11/2016 7:45,1/5/2018 11:42,1,0,0,3,0,715,4
13142226,3/28/2020 15:32,4/6/2020 22:56,1,0,0,0,,,
7002470,10/11/2016 16:17,10/11/2016 16:17,1,0,0,0,,,
15375166,3/11/2021 11:17,6/11/2022 10:11,1,0,0,0,,,
26687466,8/8/2024 0:28,11/5/2024 1:18,1,0,0,0,,,
8057148,5/24/2017 4:19,5/24/2017 4:19,1,0,0,0,,,
7526282,2/7/2017 1:47,7/13/2017 13:45,1,0,0,0,,,
7648916,3/2/2017 17:07,7/14/2024 19:55,1,0,0,0,,,
